id,careerId,name,socname,educationalRequirementName,description,Values
ckwg.US.en.4.04,ckc.US.en-4.04-11,Library Technician or Assistant ,Library Technician or Assistant,High school + certificate,Assists in daily duties of running a library; organizes materials.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-12,Middle School Teacher,Middle School Teacher,Bachelor’s degree,Educates students and helps prepare them for high school.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-13,Nursing Instructor or Teacher,Nursing Instructor or Teacher,Master’s degree,Teaches and supervises students in how to nurse and care for a patient.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-14,"Philosophy or Religion Teacher, Postsecondary","Philosophy or Religion Teacher, Postsecondary",Doctoral or professional degree,Teaches college-level students courses related to religion and philosophy.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-15,Preschool Teacher,Preschool Teacher,Associate’s degree,"Educates pre-kindergarten children in reading, writing and science in ways they can understand.",equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-16,Special Education Teacher ,Special Education Teacher,Bachelor’s degree,Assists and teaches students who have a wide range of disabilities.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-17,Teacher Assistant,Teacher Assistant,High school + some college,Helps a classroom teacher by providing additional student instruction and observation.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-18,"Teacher, Postsecondary","Teacher, Postsecondary",Doctoral or professional degree,Teaches students in various academic subjects after leaving high school.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-2,Career and Technical Education Teacher,Career and Technical Education Teacher,Bachelor’s degree,"Teaches high school or college students vocational subjects like auto repair, healthcare, and welding.",equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-3,College or Community College Teacher ,College or Community College Teacher,Doctoral or professional degree,Teaches college-level courses in a variety of subjects.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-4,Elementary School Teacher,Elementary School Teacher,Bachelor’s degree,"Teaches younger students basic subjects like math, reading and writing.",equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-5,"Health Specialties Teacher, Postsecondary","Health Specialties Teacher, Postsecondary",Doctoral or professional degree,"Teaches college-level courses in health related fields, like dentistry or medicine.",equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-6,High School Teacher,High School Teacher,Bachelor’s degree,Teaches students various subjects and skills to prepare them for work and college.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-7,Instructional Coordinator ,Instructional Coordinator,Master’s degree,Develops school instructional materials like lesson plans and assists with curriculum.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-8,Kindergarten Teacher,Kindergarten Teacher,Bachelor’s degree,"Teaches younger students in basic subjects like math, reading and writing.",equality;ethics;helping others;improving others' lives
ckwg.US.en.4.04,ckc.US.en-4.04-9,"Law Teacher, Postsecondary","Law Teacher, Postsecondary",Doctoral or professional degree,Teaches college and law school students courses related to law.,equality;ethics;helping others;improving others' lives
ckwg.US.en.4.01,ckc.US.en-4.01-1,"Child, Family, or School Social Worker ","Child, Family, or School Social Worker",Bachelor’s degree,"Helps children and their families improve their well-being, access to services, and academic success.",equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-10,Marriage and Family Therapist,Marriage and Family Therapist,Master’s degree,Listens and helps people manage mental and emotional problems with spouses and family.,equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-11,Mental Health Counselor ,Mental Health Counselor,Master’s degree,"Helps people manage mental and emotional problems, sometimes focused on the elderly, college students, or children.",equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-12,Probation Officer or Correctional Treatment Specialist ,Probation Officer or Correctional Treatment Specialist,Bachelor’s degree,"Monitors, supervises, and supports a criminal or offender to prevent new crimes.",equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-13,Rehabilitation Counselor,Rehabilitation Counselor,Master’s degree,Helps people find ways to live independently with emotional or physical disabilities.,equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-14,School Psychologist,School Psychologist,Doctoral or professional degree,Counsels children and families to help solve educational problems.,equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-15,Substance Abuse and Behavioral Disorder Counselor,Substance Abuse and Behavioral Disorder Counselor,Bachelor’s degree,"Treats and supports people suffering from alcoholism, drug addiction and eating disorders.",equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-2,Clergy,Clergy,Bachelor’s degree,"Conducts religious worship, services, and community outreach associated with a particular religion.",equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-3,Clinical Psychologist ,Clinical Psychologist,Doctoral or professional degree,"Evaluates and treats people with emotional, mental and behavioral problems like depression or anxiety.",equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-4,Counseling Psychologist,Counseling Psychologist,Doctoral or professional degree,"Helps people identify their strengths and resources to manage problems at home, work and in their community.",equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-5,"Educational, Vocational, or School Counselor ","Educational, Vocational, or School Counselor",Master’s degree,Helps students manage social skills to succeed in school; guides them in education and career decisions.,equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-6,Eligibility Interviewer,Eligibility Interviewer,High school diploma or equivalent,Collects information and decides if a person is qualified to receive government financial assistance.,equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-7,Genetic Counselor,Genetic Counselor,Master’s degree,Evaluates and advises individuals and families about risks of inherited health conditions or birth defects.,equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-8,Health Educator,Health Educator,Bachelor’s degree,Teaches people behaviors and habits that lead to healthier lives and communities.,equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.4.01,ckc.US.en-4.01-9,Healthcare Social Worker,Healthcare Social Worker,Master’s degree,"Provides support for individuals, families or groups coping with illness.",equality;ethics;healing;helping others;improving others' lives;social justice;solving social problems
ckwg.US.en.2.01,ckc.US.en-2.01-1,Astronomer ,Astronomer,Doctoral or professional degree,"Studies the way various forms of matter, energy and natural forces interact.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-10,Physicist,Physicist,Doctoral or professional degree,"Studies the ways various forms of matter, energy and natural forces interact.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-11,Soil Conservationist ,Soil Conservationist,Bachelor’s degree,"Plans and develops ways to manage quality of land use, soil erosion and conservation.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-2,Atmospheric or Space Scientist,Atmospheric or Space Scientist,Bachelor’s degree,Studies the weather and climate and how it affects people.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-3,Chemist,Chemist,Bachelor’s degree,Studies substances at the atomic and molecular level and how they react with each other.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-4,Environmental Scientist ,Environmental Scientist,Bachelor’s degree,"Analyzes air, water and other substance samples to protect the environment and human health.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-5,Geologist ,Geologist,Bachelor’s degree,Studies rocks and how they were formed.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-6,Geophysicist,Geophysicist,Bachelor’s degree,Studies the earth's surface and interior using the principles of physics.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-7,Geoscientist,Geoscientist,Bachelor’s degree,"Studies the physical condition of the earth to understand and learn about its past, present and future.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-8,Hydrologist,Hydrologist,Bachelor’s degree,Studies how water moves across and through the earth; helps with water quality and supply.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.01,ckc.US.en-2.01-9,Materials Scientist ,Materials Scientist,Bachelor’s degree,Studies substances and how they react with each other.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.3.02,ckc.US.en-3.02-1,Architect ,Architect,Bachelor’s degree,"Plans and designs homes, offices and other structures.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-10,"Fine Artist -- Painter, Sculptor, or Illustrator","Fine Artist -- Painter, Sculptor, or Illustrator",Bachelor’s degree,Creates original artwork using different media and techniques to sell to clients.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-11,Floral Designer ,Floral Designer,High school diploma or equivalent,"Cuts and arranges different flowers and greenery to create an artistic, decorative display.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-12,Graphic Designer ,Graphic Designer,Bachelor’s degree,Creates visual ideas using art and technology to produce graphics for product illustrations and websites.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-13,Interior Designer ,Interior Designer,Bachelor’s degree,"Selects colors, lighting, and furniture to create functional, stylish interiors for homes and buildings.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-14,Landscape Architect ,Landscape Architect,Bachelor’s degree,"Plans and designs land areas for parks, homes, campuses and other open spaces.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-15,Medical and Scientific Illustrator,Medical and Scientific Illustrator,Bachelor’s degree,Draws human anatomy or surgical procedures using computers or pen and paper for educational purposes.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-16,Multi-Media Artist or Animator,Multi-Media Artist or Animator,Bachelor’s degree,"Creates visual effects and animation for tv, movies, video games and other types of media.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-17,Photographer,Photographer,High school diploma or equivalent,"Takes photographs and creates visual images using technical, composition, and artistic skills.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-18,Scientific Photographer,Scientific Photographer,High school diploma or equivalent,Creates accurate visual images and photographs using microscopes and equipment to record scientific data.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-2,"Architecture Teacher, Postsecondary","Architecture Teacher, Postsecondary",Doctoral or professional degree,Teaches college-level courses in architecture and architectural design.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-3,Art Director,Art Director,Bachelor’s degree,"Creates the overall design of a visual project, overseeing artwork and layout.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-4,Artist,Artist,Bachelor’s degree,Creates original artwork using a variety of media and techniques.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-5,Cartoonist ,Cartoonist,Bachelor’s degree,"Draws political, sports, advertising or funny cartoons for publication; sometimes writes captions.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-6,Commercial or Industrial Designer ,Commercial or Industrial Designer,Bachelor’s degree,"Develops ideas and designs for manufactured products like cars, appliances and toys.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-7,Desktop Publisher,Desktop Publisher,Associate’s degree,"Uses computer software to design layouts for books, newspapers and other publications.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-8,Fashion Designer,Fashion Designer,Bachelor’s degree,"Creates original clothing, footwear and accessories by sketching designs and selecting fabric.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.02,ckc.US.en-3.02-9,Film or Video Editor,Film or Video Editor,Bachelor’s degree,"Work with, organize and edit film or video images that entertain or inform an audience.",aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
